position,predictions,duration_m,pred/actual,diff,"diff, %",diff^2,stand.deviation,z score,,MSE=,35.9118664174
4284,2.49,2.20,113%,0.29,13%,0.08,0.29,-0.88,,,
10621,3.12,2.76,113%,0.36,13%,0.13,0.36,-0.79,,,
2606,3.79,3.35,113%,0.43,13%,0.19,0.43,-0.69,,,
10874,5.90,5.22,113%,0.67,13%,0.45,0.67,-0.37,,,
12545,16.06,14.23,113%,1.83,13%,3.36,1.83,1.13,,,
12245,6.23,5.52,113%,0.71,13%,0.50,0.71,-0.33,,,
10493,2.67,2.37,113%,0.30,13%,0.09,0.30,-0.85,,,
10152,6.99,6.21,113%,0.78,13%,0.61,0.78,-0.21,,,
3033,4.81,4.27,113%,0.54,13%,0.29,0.54,-0.53,,,
851,15.72,13.96,113%,1.75,13%,3.08,1.75,1.08,,,
4808,7.35,6.54,112%,0.82,12%,0.67,0.82,-0.16,,,
12186,5.79,5.16,112%,0.64,12%,0.40,0.64,-0.39,,,
12205,4.21,3.75,112%,0.46,12%,0.21,0.46,-0.62,,,
587,1.92,1.71,112%,0.21,12%,0.04,0.21,-0.96,,,
10164,2.58,2.30,112%,0.28,12%,0.08,0.28,-0.86,,,
1826,5.42,4.83,112%,0.59,12%,0.34,0.59,-0.44,,,
6735,3.94,3.52,112%,0.43,12%,0.18,0.43,-0.66,,,
3170,15.17,13.54,112%,1.63,12%,2.67,1.63,1.01,,,
2533,3.28,2.92,112%,0.35,12%,0.12,0.35,-0.76,,,
12353,3.42,3.06,112%,0.37,12%,0.14,0.37,-0.74,,,
1311,4.12,3.68,112%,0.44,12%,0.19,0.44,-0.63,,,
7191,4.08,3.65,112%,0.43,12%,0.19,0.43,-0.64,,,
1502,7.17,6.41,112%,0.76,12%,0.58,0.76,-0.18,,,
1936,3.53,3.15,112%,0.37,12%,0.14,0.37,-0.72,,,
10602,2.86,2.56,112%,0.30,12%,0.09,0.30,-0.82,,,
3651,7.42,6.64,112%,0.78,12%,0.61,0.78,-0.14,,,
5844,10.87,9.73,112%,1.14,12%,1.30,1.14,0.38,,,
2168,3.85,3.45,112%,0.40,12%,0.16,0.40,-0.67,,,
6399,4.33,3.88,112%,0.45,12%,0.21,0.45,-0.60,,,
8856,4.62,4.14,112%,0.48,12%,0.23,0.48,-0.56,,,
12487,6.27,5.62,112%,0.65,12%,0.43,0.65,-0.31,,,
8423,6.34,5.68,112%,0.66,12%,0.44,0.66,-0.30,,,
735,2.90,2.60,112%,0.30,12%,0.09,0.30,-0.81,,,
2572,7.44,6.67,112%,0.77,12%,0.59,0.77,-0.13,,,
8560,2.89,2.60,112%,0.30,12%,0.09,0.30,-0.81,,,
762,3.92,3.52,112%,0.40,12%,0.16,0.40,-0.66,,,
6802,11.17,10.02,111%,1.15,11%,1.33,1.15,0.43,,,
11788,5.20,4.67,111%,0.53,11%,0.28,0.53,-0.47,,,
5127,2.52,2.27,111%,0.26,11%,0.07,0.26,-0.87,,,
1548,6.00,5.39,111%,0.61,11%,0.37,0.61,-0.35,,,
1896,6.29,5.65,111%,0.64,11%,0.41,0.64,-0.30,,,
1547,4.97,4.47,111%,0.50,11%,0.25,0.50,-0.50,,,
13071,2.27,2.04,111%,0.23,11%,0.05,0.23,-0.91,,,
3201,11.07,9.96,111%,1.11,11%,1.23,1.11,0.41,,,
3908,18.93,17.05,111%,1.88,11%,3.54,1.88,1.60,,,
4351,9.23,8.31,111%,0.92,11%,0.84,0.92,0.14,,,
3874,11.70,10.55,111%,1.16,11%,1.34,1.16,0.51,,,
2820,6.27,5.65,111%,0.62,11%,0.38,0.62,-0.30,,,
4042,3.79,3.42,111%,0.37,11%,0.14,0.37,-0.68,,,
9908,2.19,1.97,111%,0.22,11%,0.05,0.22,-0.92,,,
8459,2.88,2.60,111%,0.28,11%,0.08,0.28,-0.81,,,
10300,3.20,2.89,111%,0.31,11%,0.10,0.31,-0.76,,,
7262,4.55,4.11,111%,0.44,11%,0.19,0.44,-0.56,,,
2284,5.42,4.90,111%,0.53,11%,0.28,0.53,-0.43,,,
13011,11.28,10.19,111%,1.09,11%,1.19,1.09,0.45,,,
6504,4.88,4.40,111%,0.47,11%,0.22,0.47,-0.51,,,
2818,18.84,17.02,111%,1.82,11%,3.32,1.82,1.59,,,
2527,2.84,2.56,111%,0.27,11%,0.08,0.27,-0.82,,,
345,15.46,13.96,111%,1.49,11%,2.23,1.49,1.08,,,
12636,5.27,4.76,111%,0.51,11%,0.26,0.51,-0.45,,,
6570,13.99,12.65,111%,1.34,11%,1.80,1.34,0.86,,,
12977,5.23,4.73,111%,0.50,11%,0.25,0.50,-0.46,,,
7974,28.23,25.53,111%,2.70,11%,7.28,2.70,3.01,,,
11229,6.36,5.75,111%,0.61,11%,0.37,0.61,-0.29,,,
4937,1.27,1.15,111%,0.12,11%,0.01,0.12,-1.05,,,
3393,4.57,4.14,111%,0.44,11%,0.19,0.44,-0.56,,,
2788,2.87,2.60,110%,0.27,10%,0.07,0.27,-0.81,,,
5675,5.88,5.32,110%,0.55,10%,0.31,0.55,-0.36,,,
9269,2.36,2.14,110%,0.22,10%,0.05,0.22,-0.89,,,
9671,23.19,21.03,110%,2.16,10%,4.66,2.16,2.26,,,
814,2.06,1.87,110%,0.19,10%,0.04,0.19,-0.93,,,
10507,25.91,23.52,110%,2.39,10%,5.69,2.39,2.68,,,
10987,3.61,3.29,110%,0.33,10%,0.11,0.33,-0.70,,,
12485,1.99,1.81,110%,0.18,10%,0.03,0.18,-0.95,,,
7359,12.71,11.56,110%,1.14,10%,1.30,1.14,0.68,,,
2684,2.53,2.30,110%,0.23,10%,0.05,0.23,-0.86,,,
7570,2.27,2.07,110%,0.20,10%,0.04,0.20,-0.90,,,
3894,4.76,4.34,110%,0.43,10%,0.18,0.43,-0.52,,,
8014,4.25,3.88,110%,0.38,10%,0.14,0.38,-0.60,,,
1303,3.39,3.09,110%,0.30,10%,0.09,0.30,-0.73,,,
10447,2.78,2.53,110%,0.25,10%,0.06,0.25,-0.82,,,
3747,4.54,4.14,110%,0.40,10%,0.16,0.40,-0.56,,,
7068,3.32,3.02,110%,0.29,10%,0.09,0.29,-0.74,,,
240,35.99,32.82,110%,3.17,10%,10.02,3.17,4.23,,,
372,9.22,8.41,110%,0.81,10%,0.65,0.81,0.16,,,
5373,3.99,3.65,110%,0.35,10%,0.12,0.35,-0.64,,,
3154,1.80,1.64,109%,0.15,9%,0.02,0.15,-0.97,,,
4672,3.16,2.89,109%,0.27,9%,0.07,0.27,-0.76,,,
6137,5.71,5.22,109%,0.49,9%,0.24,0.49,-0.37,,,
8499,5.10,4.67,109%,0.44,9%,0.19,0.44,-0.47,,,
642,7.94,7.26,109%,0.68,9%,0.46,0.68,-0.03,,,
3368,1.90,1.74,109%,0.16,9%,0.03,0.16,-0.96,,,
5645,3.80,3.48,109%,0.32,9%,0.10,0.32,-0.67,,,
2730,7.28,6.67,109%,0.62,9%,0.38,0.62,-0.13,,,
2439,2.87,2.63,109%,0.24,9%,0.06,0.24,-0.81,,,
9570,9.72,8.90,109%,0.82,9%,0.67,0.82,0.24,,,
1166,4.98,4.57,109%,0.41,9%,0.17,0.41,-0.48,,,
1903,3.73,3.42,109%,0.31,9%,0.10,0.31,-0.68,,,
430,29.31,26.88,109%,2.43,9%,5.91,2.43,3.24,,,
107,4.34,3.98,109%,0.36,9%,0.13,0.36,-0.58,,,
1331,7.30,6.70,109%,0.59,9%,0.35,0.59,-0.13,,,
9440,5.11,4.70,109%,0.41,9%,0.17,0.41,-0.46,,,
106,8.97,8.25,109%,0.73,9%,0.53,0.73,0.13,,,
10166,3.33,3.06,109%,0.27,9%,0.07,0.27,-0.74,,,
11228,8.51,7.82,109%,0.69,9%,0.48,0.69,0.06,,,
12745,3.75,3.45,109%,0.30,9%,0.09,0.30,-0.67,,,
11823,3.36,3.09,109%,0.27,9%,0.07,0.27,-0.73,,,
3459,4.53,4.17,109%,0.36,9%,0.13,0.36,-0.55,,,
8281,2.82,2.60,109%,0.22,9%,0.05,0.22,-0.81,,,
703,3.99,3.68,109%,0.31,9%,0.10,0.31,-0.63,,,
6552,5.42,4.99,109%,0.43,9%,0.18,0.43,-0.41,,,
9116,3.53,3.25,109%,0.28,9%,0.08,0.28,-0.70,,,
359,4.28,3.94,108%,0.33,8%,0.11,0.33,-0.59,,,
736,4.77,4.40,108%,0.37,8%,0.14,0.37,-0.51,,,
12079,10.08,9.30,108%,0.78,8%,0.61,0.78,0.30,,,
6179,2.95,2.73,108%,0.23,8%,0.05,0.23,-0.79,,,
6245,5.12,4.73,108%,0.39,8%,0.15,0.39,-0.46,,,
6134,7.47,6.90,108%,0.57,8%,0.32,0.57,-0.10,,,
9008,2.92,2.69,108%,0.22,8%,0.05,0.22,-0.80,,,
10054,7.85,7.26,108%,0.59,8%,0.35,0.59,-0.03,,,
4403,13.04,12.06,108%,0.98,8%,0.96,0.98,0.77,,,
11542,3.84,3.55,108%,0.29,8%,0.08,0.29,-0.65,,,
9315,2.63,2.43,108%,0.20,8%,0.04,0.20,-0.84,,,
10941,11.57,10.71,108%,0.86,8%,0.74,0.86,0.54,,,
6711,3.05,2.83,108%,0.23,8%,0.05,0.23,-0.78,,,
5495,12.07,11.17,108%,0.90,8%,0.81,0.90,0.62,,,
1857,5.54,5.13,108%,0.41,8%,0.17,0.41,-0.39,,,
8739,12.67,11.73,108%,0.94,8%,0.88,0.94,0.71,,,
9849,5.82,5.39,108%,0.43,8%,0.18,0.43,-0.35,,,
5153,3.87,3.58,108%,0.29,8%,0.08,0.29,-0.65,,,
623,4.61,4.27,108%,0.34,8%,0.11,0.34,-0.53,,,
4304,6.38,5.91,108%,0.46,8%,0.22,0.46,-0.26,,,
9528,3.01,2.79,108%,0.22,8%,0.05,0.22,-0.78,,,
8126,5.35,4.96,108%,0.39,8%,0.15,0.39,-0.42,,,
4081,9.42,8.74,108%,0.68,8%,0.46,0.68,0.21,,,
4272,10.69,9.92,108%,0.77,8%,0.59,0.77,0.41,,,
10178,9.20,8.54,108%,0.66,8%,0.44,0.66,0.18,,,
785,5.38,4.99,108%,0.38,8%,0.15,0.38,-0.41,,,
12467,5.59,5.19,108%,0.40,8%,0.16,0.40,-0.38,,,
2102,7.47,6.93,108%,0.53,8%,0.29,0.53,-0.09,,,
12054,3.47,3.22,108%,0.25,8%,0.06,0.25,-0.71,,,
9651,3.72,3.45,108%,0.27,8%,0.07,0.27,-0.67,,,
3416,2.51,2.33,108%,0.18,8%,0.03,0.18,-0.86,,,
8871,2.69,2.50,108%,0.19,8%,0.04,0.19,-0.83,,,
12387,3.86,3.58,108%,0.27,8%,0.07,0.27,-0.65,,,
6872,4.70,4.37,108%,0.33,8%,0.11,0.33,-0.52,,,
4218,3.88,3.61,107%,0.27,7%,0.07,0.27,-0.64,,,
729,3.70,3.45,107%,0.25,7%,0.06,0.25,-0.67,,,
6076,4.58,4.27,107%,0.31,7%,0.10,0.31,-0.53,,,
4662,4.58,4.27,107%,0.31,7%,0.09,0.31,-0.53,,,
926,9.37,8.74,107%,0.63,7%,0.40,0.63,0.21,,,
7894,2.71,2.53,107%,0.18,7%,0.03,0.18,-0.82,,,
2828,7.04,6.57,107%,0.47,7%,0.22,0.47,-0.15,,,
11330,5.24,4.90,107%,0.35,7%,0.12,0.35,-0.43,,,
2233,3.94,3.68,107%,0.26,7%,0.07,0.26,-0.63,,,
10749,4.22,3.94,107%,0.28,7%,0.08,0.28,-0.59,,,
7207,1.44,1.35,107%,0.10,7%,0.01,0.10,-1.02,,,
11916,4.82,4.50,107%,0.32,7%,0.10,0.32,-0.50,,,
2741,4.54,4.24,107%,0.30,7%,0.09,0.30,-0.54,,,
1693,3.06,2.86,107%,0.20,7%,0.04,0.20,-0.77,,,
10704,2.53,2.37,107%,0.17,7%,0.03,0.17,-0.85,,,
9255,3.94,3.68,107%,0.26,7%,0.07,0.26,-0.63,,,
3683,5.94,5.55,107%,0.39,7%,0.15,0.39,-0.32,,,
10890,3.16,2.96,107%,0.20,7%,0.04,0.20,-0.75,,,
921,9.55,8.94,107%,0.62,7%,0.38,0.62,0.24,,,
9331,13.80,12.91,107%,0.89,7%,0.80,0.89,0.91,,,
11947,6.67,6.24,107%,0.43,7%,0.19,0.43,-0.20,,,
13020,6.04,5.65,107%,0.39,7%,0.15,0.39,-0.30,,,
8413,2.67,2.50,107%,0.17,7%,0.03,0.17,-0.83,,,
4089,5.12,4.80,107%,0.33,7%,0.11,0.33,-0.45,,,
10059,14.77,13.83,107%,0.94,7%,0.88,0.94,1.06,,,
313,3.30,3.09,107%,0.21,7%,0.04,0.21,-0.73,,,
3761,3.64,3.42,107%,0.23,7%,0.05,0.23,-0.68,,,
13086,3.85,3.61,107%,0.24,7%,0.06,0.24,-0.64,,,
13030,7.98,7.49,107%,0.49,7%,0.24,0.49,0.00,,,
3848,10.39,9.76,106%,0.63,6%,0.40,0.63,0.38,,,
3767,4.41,4.14,106%,0.27,6%,0.07,0.27,-0.56,,,
1457,3.74,3.52,106%,0.22,6%,0.05,0.22,-0.66,,,
12638,5.94,5.59,106%,0.35,6%,0.13,0.35,-0.31,,,
9836,3.60,3.38,106%,0.21,6%,0.05,0.21,-0.68,,,
12223,5.17,4.86,106%,0.31,6%,0.09,0.31,-0.44,,,
10967,6.78,6.37,106%,0.40,6%,0.16,0.40,-0.18,,,
211,4.16,3.91,106%,0.25,6%,0.06,0.25,-0.59,,,
7199,5.20,4.90,106%,0.30,6%,0.09,0.30,-0.43,,,
10212,7.39,6.97,106%,0.43,6%,0.18,0.43,-0.08,,,
9545,3.45,3.25,106%,0.20,6%,0.04,0.20,-0.70,,,
11347,2.68,2.53,106%,0.15,6%,0.02,0.15,-0.82,,,
3449,2.72,2.56,106%,0.15,6%,0.02,0.15,-0.82,,,
5878,4.77,4.50,106%,0.27,6%,0.07,0.27,-0.50,,,
9569,2.92,2.76,106%,0.16,6%,0.03,0.16,-0.79,,,
3237,3.86,3.65,106%,0.22,6%,0.05,0.22,-0.64,,,
12610,9.67,9.13,106%,0.54,6%,0.29,0.54,0.28,,,
10138,1.70,1.61,106%,0.09,6%,0.01,0.09,-0.98,,,
6471,5.63,5.32,106%,0.31,6%,0.10,0.31,-0.36,,,
10320,3.86,3.65,106%,0.21,6%,0.04,0.21,-0.64,,,
2327,5.70,5.39,106%,0.31,6%,0.10,0.31,-0.35,,,
12930,2.15,2.04,106%,0.12,6%,0.01,0.12,-0.91,,,
7753,11.45,10.84,106%,0.61,6%,0.37,0.61,0.56,,,
7733,7.88,7.46,106%,0.42,6%,0.18,0.42,0.00,,,
11726,5.31,5.03,106%,0.28,6%,0.08,0.28,-0.41,,,
644,2.85,2.69,106%,0.15,6%,0.02,0.15,-0.80,,,
12694,4.44,4.21,106%,0.23,6%,0.05,0.23,-0.54,,,
5702,3.50,3.32,106%,0.18,6%,0.03,0.18,-0.69,,,
11386,3.43,3.25,106%,0.18,6%,0.03,0.18,-0.70,,,
8249,3.85,3.65,105%,0.20,5%,0.04,0.20,-0.64,,,
12934,6.34,6.01,105%,0.33,5%,0.11,0.33,-0.24,,,
2411,4.19,3.98,105%,0.22,5%,0.05,0.22,-0.58,,,
5167,6.16,5.85,105%,0.32,5%,0.10,0.32,-0.27,,,
5247,4.54,4.30,105%,0.23,5%,0.05,0.23,-0.53,,,
7980,7.33,6.97,105%,0.37,5%,0.13,0.37,-0.08,,,
9462,4.18,3.98,105%,0.21,5%,0.04,0.21,-0.58,,,
5158,3.87,3.68,105%,0.19,5%,0.04,0.19,-0.63,,,
9339,3.22,3.06,105%,0.16,5%,0.03,0.16,-0.74,,,
1363,11.48,10.91,105%,0.57,5%,0.32,0.57,0.57,,,
9323,3.90,3.71,105%,0.19,5%,0.04,0.19,-0.63,,,
10412,3.63,3.45,105%,0.18,5%,0.03,0.18,-0.67,,,
9741,14.50,13.80,105%,0.70,5%,0.49,0.70,1.06,,,
9600,7.73,7.36,105%,0.37,5%,0.14,0.37,-0.02,,,
3082,4.48,4.27,105%,0.21,5%,0.05,0.21,-0.53,,,
10423,6.00,5.72,105%,0.29,5%,0.08,0.29,-0.29,,,
2208,20.45,19.48,105%,0.97,5%,0.94,0.97,2.00,,,
12738,5.14,4.90,105%,0.24,5%,0.06,0.24,-0.43,,,
11535,5.86,5.59,105%,0.28,5%,0.08,0.28,-0.31,,,
6237,4.28,4.07,105%,0.20,5%,0.04,0.20,-0.57,,,
10826,3.69,3.52,105%,0.17,5%,0.03,0.17,-0.66,,,
1439,2.76,2.63,105%,0.13,5%,0.02,0.13,-0.81,,,
2751,3.34,3.19,105%,0.15,5%,0.02,0.15,-0.71,,,
11973,4.41,4.21,105%,0.20,5%,0.04,0.20,-0.54,,,
3504,13.87,13.24,105%,0.63,5%,0.40,0.63,0.96,,,
9007,5.33,5.09,105%,0.24,5%,0.06,0.24,-0.40,,,
4187,4.23,4.04,105%,0.19,5%,0.04,0.19,-0.57,,,
9586,7.22,6.90,105%,0.32,5%,0.10,0.32,-0.10,,,
2096,11.30,10.81,105%,0.49,5%,0.24,0.49,0.56,,,
9002,3.78,3.61,105%,0.16,5%,0.03,0.16,-0.64,,,
6106,12.98,12.42,104%,0.56,4%,0.31,0.56,0.83,,,
516,3.12,2.99,104%,0.13,4%,0.02,0.13,-0.75,,,
12168,5.18,4.96,104%,0.22,4%,0.05,0.22,-0.42,,,
12780,21.99,21.06,104%,0.93,4%,0.87,0.93,2.27,,,
7456,11.01,10.55,104%,0.47,4%,0.22,0.47,0.51,,,
12234,9.33,8.94,104%,0.39,4%,0.15,0.39,0.24,,,
2884,11.79,11.30,104%,0.49,4%,0.24,0.49,0.64,,,
11440,4.83,4.63,104%,0.20,4%,0.04,0.20,-0.47,,,
11490,3.05,2.92,104%,0.13,4%,0.02,0.13,-0.76,,,
2903,6.10,5.85,104%,0.25,4%,0.06,0.25,-0.27,,,
3819,8.87,8.51,104%,0.36,4%,0.13,0.36,0.17,,,
9968,3.43,3.29,104%,0.14,4%,0.02,0.14,-0.70,,,
8264,7.23,6.93,104%,0.29,4%,0.09,0.29,-0.09,,,
7409,3.18,3.06,104%,0.13,4%,0.02,0.13,-0.74,,,
1745,4.69,4.50,104%,0.19,4%,0.04,0.19,-0.50,,,
5028,5.57,5.36,104%,0.22,4%,0.05,0.22,-0.35,,,
599,4.14,3.98,104%,0.16,4%,0.03,0.16,-0.58,,,
1097,13.93,13.40,104%,0.53,4%,0.28,0.53,0.99,,,
8395,37.28,35.88,104%,1.40,4%,1.96,1.40,4.74,,,
9174,3.99,3.84,104%,0.15,4%,0.02,0.15,-0.61,,,
4594,3.89,3.75,104%,0.15,4%,0.02,0.15,-0.62,,,
11942,3.55,3.42,104%,0.13,4%,0.02,0.13,-0.68,,,
5150,2.93,2.83,104%,0.11,4%,0.01,0.11,-0.78,,,
2269,3.44,3.32,104%,0.13,4%,0.02,0.13,-0.69,,,
2338,15.07,14.52,104%,0.55,4%,0.30,0.55,1.18,,,
10264,70.41,67.85,104%,2.57,4%,6.59,2.57,10.07,,,
2549,4.02,3.88,104%,0.15,4%,0.02,0.15,-0.60,,,
10174,1.84,1.77,104%,0.07,4%,0.00,0.07,-0.95,,,
1874,11.45,11.04,104%,0.41,4%,0.17,0.41,0.60,,,
2445,2.56,2.46,104%,0.09,4%,0.01,0.09,-0.84,,,
11680,2.18,2.10,104%,0.08,4%,0.01,0.08,-0.90,,,
246,2.89,2.79,104%,0.10,4%,0.01,0.10,-0.78,,,
1796,3.54,3.42,104%,0.12,4%,0.02,0.12,-0.68,,,
2705,7.55,7.29,104%,0.26,4%,0.07,0.26,-0.03,,,
7531,3.06,2.96,103%,0.10,3%,0.01,0.10,-0.75,,,
7901,6.46,6.24,103%,0.22,3%,0.05,0.22,-0.20,,,
129,24.57,23.75,103%,0.82,3%,0.67,0.82,2.72,,,
6180,8.36,8.08,103%,0.28,3%,0.08,0.28,0.10,,,
385,5.10,4.93,103%,0.17,3%,0.03,0.17,-0.42,,,
3941,4.99,4.83,103%,0.16,3%,0.03,0.16,-0.44,,,
5112,2.92,2.83,103%,0.09,3%,0.01,0.09,-0.78,,,
2614,15.07,14.59,103%,0.48,3%,0.23,0.48,1.19,,,
6555,9.36,9.07,103%,0.30,3%,0.09,0.30,0.27,,,
8137,4.44,4.30,103%,0.14,3%,0.02,0.14,-0.53,,,
9591,2.17,2.10,103%,0.07,3%,0.00,0.07,-0.90,,,
3687,1.90,1.84,103%,0.06,3%,0.00,0.06,-0.94,,,
10929,5.22,5.06,103%,0.16,3%,0.02,0.16,-0.40,,,
7419,4.34,4.21,103%,0.13,3%,0.02,0.13,-0.54,,,
2174,8.36,8.12,103%,0.25,3%,0.06,0.25,0.11,,,
3880,4.98,4.83,103%,0.15,3%,0.02,0.15,-0.44,,,
3914,4.98,4.83,103%,0.15,3%,0.02,0.15,-0.44,,,
1374,3.69,3.58,103%,0.11,3%,0.01,0.11,-0.65,,,
10567,8.56,8.31,103%,0.25,3%,0.06,0.25,0.14,,,
11582,10.72,10.41,103%,0.31,3%,0.10,0.31,0.49,,,
8775,3.62,3.52,103%,0.10,3%,0.01,0.10,-0.66,,,
3637,4.80,4.67,103%,0.14,3%,0.02,0.14,-0.47,,,
8581,8.28,8.05,103%,0.23,3%,0.06,0.23,0.10,,,
4924,2.57,2.50,103%,0.07,3%,0.01,0.07,-0.83,,,
12959,4.77,4.63,103%,0.13,3%,0.02,0.13,-0.47,,,
6004,7.81,7.59,103%,0.22,3%,0.05,0.22,0.02,,,
391,4.39,4.27,103%,0.12,3%,0.01,0.12,-0.53,,,
10480,16.61,16.16,103%,0.45,3%,0.20,0.45,1.45,,,
3436,4.15,4.04,103%,0.11,3%,0.01,0.11,-0.57,,,
11441,8.20,7.98,103%,0.22,3%,0.05,0.22,0.09,,,
10846,2.60,2.53,103%,0.07,3%,0.00,0.07,-0.82,,,
4021,9.74,9.50,103%,0.25,3%,0.06,0.25,0.34,,,
1858,4.04,3.94,103%,0.10,3%,0.01,0.10,-0.59,,,
2371,3.20,3.12,102%,0.08,2%,0.01,0.08,-0.73,,,
2071,2.79,2.73,102%,0.07,2%,0.00,0.07,-0.79,,,
2202,2.76,2.69,102%,0.07,2%,0.00,0.07,-0.80,,,
1285,7.40,7.23,102%,0.18,2%,0.03,0.18,-0.04,,,
7277,3.53,3.45,102%,0.08,2%,0.01,0.08,-0.67,,,
1973,2.46,2.40,102%,0.06,2%,0.00,0.06,-0.85,,,
2794,5.31,5.19,102%,0.12,2%,0.02,0.12,-0.38,,,
1639,2.15,2.10,102%,0.05,2%,0.00,0.05,-0.90,,,
11516,3.77,3.68,102%,0.09,2%,0.01,0.09,-0.63,,,
12988,2.55,2.50,102%,0.06,2%,0.00,0.06,-0.83,,,
4116,3.26,3.19,102%,0.07,2%,0.01,0.07,-0.71,,,
9479,4.90,4.80,102%,0.11,2%,0.01,0.11,-0.45,,,
2323,2.72,2.66,102%,0.06,2%,0.00,0.06,-0.80,,,
1613,3.56,3.48,102%,0.08,2%,0.01,0.08,-0.67,,,
2829,3.96,3.88,102%,0.08,2%,0.01,0.08,-0.60,,,
11481,5.71,5.59,102%,0.12,2%,0.01,0.12,-0.31,,,
8298,4.16,4.07,102%,0.09,2%,0.01,0.09,-0.57,,,
405,3.86,3.78,102%,0.08,2%,0.01,0.08,-0.62,,,
6719,3.69,3.61,102%,0.07,2%,0.01,0.07,-0.64,,,
3745,4.49,4.40,102%,0.09,2%,0.01,0.09,-0.51,,,
10725,7.61,7.46,102%,0.15,2%,0.02,0.15,0.00,,,
419,12.90,12.65,102%,0.25,2%,0.06,0.25,0.86,,,
1918,3.18,3.12,102%,0.06,2%,0.00,0.06,-0.73,,,
10283,4.49,4.40,102%,0.09,2%,0.01,0.09,-0.51,,,
12333,3.08,3.02,102%,0.06,2%,0.00,0.06,-0.74,,,
3269,4.42,4.34,102%,0.08,2%,0.01,0.08,-0.52,,,
8127,23.64,23.20,102%,0.45,2%,0.20,0.45,2.62,,,
4049,14.46,14.19,102%,0.27,2%,0.07,0.27,1.12,,,
3798,6.02,5.91,102%,0.11,2%,0.01,0.11,-0.26,,,
8277,4.99,4.90,102%,0.09,2%,0.01,0.09,-0.43,,,
4260,8.23,8.08,102%,0.14,2%,0.02,0.14,0.10,,,
79,1.34,1.31,102%,0.02,2%,0.00,0.02,-1.03,,,
10456,3.51,3.45,102%,0.06,2%,0.00,0.06,-0.67,,,
11308,2.11,2.07,102%,0.04,2%,0.00,0.04,-0.90,,,
12839,5.51,5.42,102%,0.09,2%,0.01,0.09,-0.34,,,
209,2.50,2.46,102%,0.04,2%,0.00,0.04,-0.84,,,
9299,3.10,3.06,102%,0.05,2%,0.00,0.05,-0.74,,,
1592,11.94,11.76,101%,0.17,1%,0.03,0.17,0.72,,,
6640,2.37,2.33,101%,0.03,1%,0.00,0.03,-0.86,,,
7108,5.46,5.39,101%,0.07,1%,0.01,0.07,-0.35,,,
4051,3.96,3.91,101%,0.05,1%,0.00,0.05,-0.59,,,
2078,6.83,6.74,101%,0.09,1%,0.01,0.09,-0.12,,,
1717,4.93,4.86,101%,0.07,1%,0.00,0.07,-0.44,,,
12900,13.78,13.60,101%,0.18,1%,0.03,0.18,1.02,,,
5968,3.33,3.29,101%,0.04,1%,0.00,0.04,-0.70,,,
989,6.09,6.01,101%,0.08,1%,0.01,0.08,-0.24,,,
11420,7.85,7.75,101%,0.10,1%,0.01,0.10,0.05,,,
4111,8.38,8.28,101%,0.10,1%,0.01,0.10,0.14,,,
1134,3.99,3.94,101%,0.05,1%,0.00,0.05,-0.59,,,
11278,9.11,9.00,101%,0.11,1%,0.01,0.11,0.26,,,
3786,11.63,11.50,101%,0.13,1%,0.02,0.13,0.67,,,
4192,3.49,3.45,101%,0.04,1%,0.00,0.04,-0.67,,,
2975,17.01,16.82,101%,0.19,1%,0.04,0.19,1.56,,,
476,6.78,6.70,101%,0.08,1%,0.01,0.08,-0.13,,,
8239,3.75,3.71,101%,0.04,1%,0.00,0.04,-0.63,,,
1691,7.33,7.26,101%,0.07,1%,0.01,0.07,-0.03,,,
11204,5.11,5.06,101%,0.05,1%,0.00,0.05,-0.40,,,
9275,8.09,8.02,101%,0.08,1%,0.01,0.08,0.09,,,
4383,6.36,6.31,101%,0.05,1%,0.00,0.05,-0.19,,,
11196,6.76,6.70,101%,0.05,1%,0.00,0.05,-0.13,,,
9597,2.22,2.20,101%,0.02,1%,0.00,0.02,-0.88,,,
3709,7.71,7.66,101%,0.06,1%,0.00,0.06,0.03,,,
2379,3.87,3.84,101%,0.03,1%,0.00,0.03,-0.61,,,
2036,6.08,6.05,101%,0.04,1%,0.00,0.04,-0.24,,,
5710,11.54,11.47,101%,0.07,1%,0.01,0.07,0.67,,,
11839,4.40,4.37,101%,0.03,1%,0.00,0.03,-0.52,,,
12237,2.94,2.92,101%,0.02,1%,0.00,0.02,-0.76,,,
3959,2.31,2.30,101%,0.01,1%,0.00,0.01,-0.86,,,
5375,13.61,13.54,101%,0.08,1%,0.01,0.08,1.01,,,
5721,6.11,6.08,101%,0.03,1%,0.00,0.03,-0.23,,,
11512,13.18,13.11,101%,0.07,1%,0.00,0.07,0.94,,,
6366,2.74,2.73,100%,0.01,0%,0.00,0.01,-0.79,,,
481,47.31,47.11,100%,0.20,0%,0.04,0.20,6.62,,,
3335,3.83,3.81,100%,0.02,0%,0.00,0.02,-0.61,,,
5700,4.35,4.34,100%,0.01,0%,0.00,0.01,-0.52,,,
9332,21.49,21.42,100%,0.06,0%,0.00,0.06,2.33,,,
8270,5.34,5.32,100%,0.02,0%,0.00,0.02,-0.36,,,
11397,3.62,3.61,100%,0.01,0%,0.00,0.01,-0.64,,,
12495,3.49,3.48,100%,0.01,0%,0.00,0.01,-0.67,,,
